Gene Name,Reduced Gene Name,Organism,Mode
ENTPD4,ENTPD4,rabbit,ensembl
AGA,AGA,rabbit,ensembl
ADAM10,ADAM10,rabbit,ensembl
C1orf112,C1orf112,rabbit,ensembl
ATP8B1,ATP8B1,rabbit,ensembl
DDX55,DDX55,rabbit,ensembl
RPA1,RPA1,rabbit,ensembl
PIK3C2B,PIK3C2B,rabbit,ensembl
RAP1GDS1,RAP1GDS1,rabbit,ensembl
TRIO,TRIO,rabbit,ensembl
DNAH5,DNAH5,rabbit,ensembl
SEMA3C,SEMA3C,rabbit,ensembl
NDUFS3,NDUFS3,rabbit,ensembl
RBP3,RBP3,rabbit,ensembl
ERMAP,ERMAP,rabbit,ensembl
RUNX1,RUNX1,rabbit,ensembl
SLC25A11,SLC25A11,rabbit,ensembl
SUCLA2,SUCLA2,rabbit,ensembl
RPGRIP1,RPGRIP1,rabbit,ensembl
TNFAIP8L3,TNFAIP8L3,rabbit,ensembl
GRIK1,GRIK1,rabbit,ensembl
FLI1,FLI1,rabbit,ensembl
TTC4,TTC4,rabbit,ensembl
CAMLG,CAMLG,rabbit,ensembl
FPR2,FPR2,rabbit,ensembl
RER1,RER1,rabbit,ensembl
LRRC72,LRRC72,rabbit,ensembl
PLXND1,PLXND1,rabbit,ensembl
TAX1BP1,TAX1BP1,rabbit,ensembl
ARHGAP21,ARHGAP21,rabbit,ensembl
C6orf163,C6orf163,rabbit,ensembl
PDE12,PDE12,rabbit,ensembl
TNS1,TNS1,rabbit,ensembl
FARP1,FARP1,rabbit,ensembl
ATP8A1,ATP8A1,rabbit,ensembl
TRMT10C,TRMT10C,rabbit,ensembl
PSAP,PSAP,rabbit,ensembl
CHGB,CHGB,rabbit,ensembl
TLK2,TLK2,rabbit,ensembl
NOP2,NOP2,rabbit,ensembl
ACSM5,ACSM5,rabbit,ensembl
FOXP2,FOXP2,rabbit,ensembl
LTBP1,LTBP1,rabbit,ensembl
VCAN,VCAN,rabbit,ensembl
IMMT,IMMT,rabbit,ensembl
KMT2B,KMT2B,rabbit,ensembl
CDC5L,CDC5L,rabbit,ensembl
MED1,MED1,rabbit,ensembl
XPNPEP2,XPNPEP2,rabbit,ensembl
CBL,CBL,rabbit,ensembl
SLC29A3,SLC29A3,rabbit,ensembl
TPT1,TPT1,rabbit,ensembl
SMARCE1,SMARCE1,rabbit,ensembl
CD19,CD19,rabbit,ensembl
DNPEP,DNPEP,rabbit,ensembl
PRKAA1,PRKAA1,rabbit,ensembl
ARL6IP1,ARL6IP1,rabbit,ensembl
ANKRD28,ANKRD28,rabbit,ensembl
DDX47,DDX47,rabbit,ensembl
ERLEC1,ERLEC1,rabbit,ensembl
NUP107,NUP107,rabbit,ensembl
TOP3B,TOP3B,rabbit,ensembl
SPON1,SPON1,rabbit,ensembl
TEX264,TEX264,rabbit,ensembl
SLC1A3,SLC1A3,rabbit,ensembl
TAB1,TAB1,rabbit,ensembl
ARMT1,ARMT1,rabbit,ensembl
PSPC1,PSPC1,rabbit,ensembl
TMEM196,TMEM196,rabbit,ensembl
ADARB2,ADARB2,rabbit,ensembl
SNAP25,SNAP25,rabbit,ensembl
COG5,COG5,rabbit,ensembl
ATPAF1,ATPAF1,rabbit,ensembl
HCLS1,HCLS1,rabbit,ensembl
CSRP1,CSRP1,rabbit,ensembl
XRN2,XRN2,rabbit,ensembl
PLXDC2,PLXDC2,rabbit,ensembl
CLASP2,CLASP2,rabbit,ensembl
PTPN12,PTPN12,rabbit,ensembl
CSRNP1,CSRNP1,rabbit,ensembl
MACROH2A2,MACROH2A2,rabbit,ensembl
NDUFB3,NDUFB3,rabbit,ensembl
CCDC65,CCDC65,rabbit,ensembl
GSTM3,GSTM3,rabbit,ensembl
USP48,USP48,rabbit,ensembl
WDR11,WDR11,rabbit,ensembl
TTC19,TTC19,rabbit,ensembl
COA3,COA3,rabbit,ensembl
PER1,PER1,rabbit,ensembl
THOC2,THOC2,rabbit,ensembl
MYL9,MYL9,rabbit,ensembl
DOCK3,DOCK3,rabbit,ensembl
SNX4,SNX4,rabbit,ensembl
YIF1B,YIF1B,rabbit,ensembl
KRT7,KRT7,rabbit,ensembl
SMPD1,SMPD1,rabbit,ensembl
OSBPL9,OSBPL9,rabbit,ensembl
CCDC63,CCDC63,rabbit,ensembl
ATG13,ATG13,rabbit,ensembl
ANKAR,ANKAR,rabbit,ensembl
FANCI,FANCI,rabbit,ensembl
LCK,LCK,rabbit,ensembl
MAPKAPK3,MAPKAPK3,rabbit,ensembl
HPF1,HPF1,rabbit,ensembl
CUL4A,CUL4A,rabbit,ensembl
GARS1,GARS1,rabbit,ensembl
DYNC1I2,DYNC1I2,rabbit,ensembl
IFNGR1,IFNGR1,rabbit,ensembl
DYNC1LI2,DYNC1LI2,rabbit,ensembl
MGRN1,MGRN1,rabbit,ensembl
UMPS,UMPS,rabbit,ensembl
SLC12A9,SLC12A9,rabbit,ensembl
OSGEP,OSGEP,rabbit,ensembl
KAT5,KAT5,rabbit,ensembl
PDLIM4,PDLIM4,rabbit,ensembl
BAZ1B,BAZ1B,rabbit,ensembl
VCPIP1,VCPIP1,rabbit,ensembl
SYN1,SYN1,rabbit,ensembl
AZIN2,AZIN2,rabbit,ensembl
LHFPL6,LHFPL6,rabbit,ensembl
CYP3A6,CYP3A6,rabbit,ensembl
MRPS23,MRPS23,rabbit,ensembl
NBAS,NBAS,rabbit,ensembl
UBE3C,UBE3C,rabbit,ensembl
DDOST,DDOST,rabbit,ensembl
KANSL1,KANSL1,rabbit,ensembl
DAAM2,DAAM2,rabbit,ensembl
IQGAP3,IQGAP3,rabbit,ensembl
ZNF212,ZNF212,rabbit,ensembl
ASPN,ASPN,rabbit,ensembl
TBC1D2,TBC1D2,rabbit,ensembl
GLIPR1,GLIPR1,rabbit,ensembl
NIT2,NIT2,rabbit,ensembl
NCAM1,NCAM1,rabbit,ensembl
TP53I3,TP53I3,rabbit,ensembl
DLAT,DLAT,rabbit,ensembl
NUDT1,NUDT1,rabbit,ensembl
VPS26B,VPS26B,rabbit,ensembl
FN3K,FN3K,rabbit,ensembl
NDUFS1,NDUFS1,rabbit,ensembl
IDH1,IDH1,rabbit,ensembl
PAX9,PAX9,rabbit,ensembl
LINS1,LINS1,rabbit,ensembl
AGO2,AGO2,rabbit,ensembl
ZNF503,ZNF503,rabbit,ensembl
RLA-DRB1,RLA-DRB1,rabbit,ensembl
MTFR1L,MTFR1L,rabbit,ensembl
MYBPH,MYBPH,rabbit,ensembl
CRYAB,CRYAB,rabbit,ensembl
MLLT10,MLLT10,rabbit,ensembl
BCL9L,BCL9L,rabbit,ensembl
QRSL1,QRSL1,rabbit,ensembl
TOR3A,TOR3A,rabbit,ensembl
LIG3,LIG3,rabbit,ensembl
TSPYL4,TSPYL4,rabbit,ensembl
ZAP70,ZAP70,rabbit,ensembl
TAS1R1,TAS1R1,rabbit,ensembl
SAMD4A,SAMD4A,rabbit,ensembl
TRAK2,TRAK2,rabbit,ensembl
YARS1,YARS1,rabbit,ensembl
FBL,FBL,rabbit,ensembl
PLD3,PLD3,rabbit,ensembl
ANGPT4,ANGPT4,rabbit,ensembl
ENOPH1,ENOPH1,rabbit,ensembl
PCF11,PCF11,rabbit,ensembl
KIZ,KIZ,rabbit,ensembl
ANO6,ANO6,rabbit,ensembl
QARS1,QARS1,rabbit,ensembl
AFAP1,AFAP1,rabbit,ensembl
SEPHS1,SEPHS1,rabbit,ensembl
ACADVL,ACADVL,rabbit,ensembl
MADD,MADD,rabbit,ensembl
BAZ2B,BAZ2B,rabbit,ensembl
HGSNAT,HGSNAT,rabbit,ensembl
TUFM,TUFM,rabbit,ensembl
PTGER3,PTGER3,rabbit,ensembl
TEX15,TEX15,rabbit,ensembl
DERA,DERA,rabbit,ensembl
BMPR1A,BMPR1A,rabbit,ensembl
THRAP3,THRAP3,rabbit,ensembl
KLF3,KLF3,rabbit,ensembl
RBM4,RBM4,rabbit,ensembl
DHX15,DHX15,rabbit,ensembl
APOA2,APOA2,rabbit,ensembl
PLCL1,PLCL1,rabbit,ensembl
AP1G1,AP1G1,rabbit,ensembl
TSHR,TSHR,rabbit,ensembl
KCNK16,KCNK16,rabbit,ensembl
EBF4,EBF4,rabbit,ensembl
SRCIN1,SRCIN1,rabbit,ensembl
HNRNPUL1,HNRNPUL1,rabbit,ensembl
PFDN5,PFDN5,rabbit,ensembl
HTR1B,HTR1B,rabbit,ensembl
PLA1A,PLA1A,rabbit,ensembl
IRS1,IRS1,rabbit,ensembl
KCNA5,KCNA5,rabbit,ensembl
PGM2,PGM2,rabbit,ensembl
EIF4H,EIF4H,rabbit,ensembl
SLC12A2,SLC12A2,rabbit,ensembl
GOLGA7,GOLGA7,rabbit,ensembl
MINAR1,MINAR1,rabbit,ensembl
STIM1,STIM1,rabbit,ensembl
ORYCUNV1R1655,ORYCUNV1R1635,rabbit,ensembl
ATP1B2,ATP1B2,rabbit,ensembl
CDO1,CDO1,rabbit,ensembl
GNPDA2,GNPDA2,rabbit,ensembl
CACNA1F,CACNA1F,rabbit,ensembl
RAB11B,RAB11B,rabbit,ensembl
SCN4A,SCN4A,rabbit,ensembl
PLCG2,PLCG2,rabbit,ensembl
RP2,RP2,rabbit,ensembl
COPS3,COPS3,rabbit,ensembl
VRTN,VRTN,rabbit,ensembl
PIK3R1,PIK3R1,rabbit,ensembl
ABCB1,ABCB1,rabbit,ensembl
PBRM1,PBRM1,rabbit,ensembl
BTK,BTK,rabbit,ensembl
GOT1,GOT1,rabbit,ensembl
DDX6,DDX6,rabbit,ensembl
RELT,RELT,rabbit,ensembl
HIP1,HIP1,rabbit,ensembl
ULK2,ULK2,rabbit,ensembl
TMC5,TMC5,rabbit,ensembl
LRRC3,LRRC3,rabbit,ensembl
CACNA1D,CACNA1D,rabbit,ensembl
CIITA,CIITA,rabbit,ensembl
NAA16,NAA16,rabbit,ensembl
ACP3,ACP3,rabbit,ensembl
SLC46A2,SLC46A2,rabbit,ensembl
CHSY3,CHSY3,rabbit,ensembl
PPP2R5B,PPP2R5B,rabbit,ensembl
RO60,RO60,rabbit,ensembl
C4orf33,C4orf33,rabbit,ensembl
PRKCB,PRKCB,rabbit,ensembl
ADNP,ADNP,rabbit,ensembl
CORO1A,CORO1A,rabbit,ensembl
CCDC80,CCDC80,rabbit,ensembl
MAOA,MAOA,rabbit,ensembl
NLRP14,NLRP14,rabbit,ensembl
WAS,WAS,rabbit,ensembl
MGA,MGA,rabbit,ensembl
EXOC6B,EXOC6B,rabbit,ensembl
THUMPD3,THUMPD3,rabbit,ensembl
EOGT,EOGT,rabbit,ensembl
EXOC2,EXOC2,rabbit,ensembl
RTN4,RTN4,rabbit,ensembl
CMPK1,CMPK1,rabbit,ensembl
ACBD3,ACBD3,rabbit,ensembl
WDR91,WDR91,rabbit,ensembl
SIRT2,SIRT2,rabbit,ensembl
NRXN1,NRXN1,rabbit,ensembl
ETFB,ETFB,rabbit,ensembl
YTHDC2,YTHDC2,rabbit,ensembl
GPR160,GPR160,rabbit,ensembl
RALB,RALB,rabbit,ensembl
PCDHB4,PCDHB4,rabbit,ensembl
PTPN11,PTPN11,rabbit,ensembl
ASB10,ASB10,rabbit,ensembl
GRID2,GRID2,rabbit,ensembl
NECAP2,NECAP2,rabbit,ensembl
NSMAF,NSMAF,rabbit,ensembl
MRPL10,MRPL10,rabbit,ensembl
PPP1R8,PPP1R8,rabbit,ensembl
ANAPC10,ANAPC10,rabbit,ensembl
UQCC3,UQCC3,rabbit,ensembl
FAM162A,FAM162A,rabbit,ensembl
CLIC2,CLIC2,rabbit,ensembl
ACTL6B,ACTL6B,rabbit,ensembl
RABEP1,RABEP1,rabbit,ensembl
CCDC93,CCDC93,rabbit,ensembl
CRY1,CRY1,rabbit,ensembl
AMPD2,AMPD2,rabbit,ensembl
FHDC1,FHDC1,rabbit,ensembl
DCTN2,DCTN2,rabbit,ensembl
PYROXD2,PYROXD2,rabbit,ensembl
BUB3,BUB3,rabbit,ensembl
PCM1,PCM1,rabbit,ensembl
PLPPR1,PLPPR1,rabbit,ensembl
LARGE2,LARGE2,rabbit,ensembl
GLYCTK,GLYCTK,rabbit,ensembl
PTPRQ,PTPRQ,rabbit,ensembl
ATAD1,ATAD1,rabbit,ensembl
PACSIN1,PACSIN1,rabbit,ensembl
STXBP5L,STXBP5L,rabbit,ensembl
ECEL1,ECEL1,rabbit,ensembl
ASH1L,ASH1L,rabbit,ensembl
APOA1,APOA1,rabbit,ensembl
RAB5B,RAB5B,rabbit,ensembl
EXT2,EXT2,rabbit,ensembl
CYTH1,CYTH1,rabbit,ensembl
TMC1,TMC1,rabbit,ensembl
CAPN1,CAPN1,rabbit,ensembl
SMPD4,SMPD4,rabbit,ensembl
DAP3,DAP3,rabbit,ensembl
USP9X,USP9X,rabbit,ensembl
PDE5A,PDE5A,rabbit,ensembl
MARF1,MARF1,rabbit,ensembl
RAD1,RAD1,rabbit,ensembl
ZNF207,ZNF207,rabbit,ensembl
TOLLIP,TOLLIP,rabbit,ensembl
LEPR,LEPR,rabbit,ensembl
SGO1,SGO1,rabbit,ensembl
ETAA1,ETAA1,rabbit,ensembl
ROBO4,ROBO4,rabbit,ensembl
U2SURP,U2SURP,rabbit,ensembl
MRPL40,MRPL40,rabbit,ensembl
USP19,USP19,rabbit,ensembl
TPO,TPO,rabbit,ensembl
EIF2AK4,EIF2AK4,rabbit,ensembl
NUMB,NUMB,rabbit,ensembl
RDH10,RDH10,rabbit,ensembl
PPL,PPL,rabbit,ensembl
SLC7A14,SLC7A14,rabbit,ensembl
TLE3,TLE3,rabbit,ensembl
ACTR6,ACTR6,rabbit,ensembl
TENM1,TENM1,rabbit,ensembl
TRPM6,TRPM6,rabbit,ensembl
TBC1D9B,TBC1D9B,rabbit,ensembl
TRAPPC3,TRAPPC3,rabbit,ensembl
PBX1,PBX1,rabbit,ensembl
RANBP10,RANBP10,rabbit,ensembl
KIF26B,KIF26B,rabbit,ensembl
TDRD6,TDRD6,rabbit,ensembl
DTX2,DTX2,rabbit,ensembl
MAMDC2,MAMDC2,rabbit,ensembl
CRBN,CRBN,rabbit,ensembl
PPM1J,PPM1J,rabbit,ensembl
CUL5,CUL5,rabbit,ensembl
PSMB8,PSMB8,rabbit,ensembl
C9orf72,C9orf72,rabbit,ensembl
RGS7,RGS7,rabbit,ensembl
COL16A1,COL16A1,rabbit,ensembl
BMP2K,BMP2K,rabbit,ensembl
VSIR,VSIR,rabbit,ensembl
STK31,STK31,rabbit,ensembl
STK33,STK33,rabbit,ensembl
PCDH7,PCDH7,rabbit,ensembl
NUMBL,NUMBL,rabbit,ensembl
PSMA1,PSMA1,rabbit,ensembl
BTBD3,BTBD3,rabbit,ensembl
ART3,ART3,rabbit,ensembl
CTNNB1,CTNNB1,rabbit,ensembl
COL4A1,COL4A1,rabbit,ensembl
UBE4A,UBE4A,rabbit,ensembl
CKM,CKM,rabbit,ensembl
PTPN23,PTPN23,rabbit,ensembl
WDR61,WDR61,rabbit,ensembl
FAM98B,FAM98B,rabbit,ensembl
CSE1L,CSE1L,rabbit,ensembl
ACOT9,ACOT9,rabbit,ensembl
ACSL3,ACSL3,rabbit,ensembl
SLC25A3,SLC25A3,rabbit,ensembl
SNAP23,SNAP23,rabbit,ensembl
UNC13C,UNC13C,rabbit,ensembl
STAM,STAM,rabbit,ensembl
DPEP1,DPEP1,rabbit,ensembl
ADAMTS20,ADAMTS20,rabbit,ensembl
FAM120B,FAM120B,rabbit,ensembl
SEPTIN6,SEPTIN6,rabbit,ensembl
MME,MME,rabbit,ensembl
NCKAP5L,NCKAP5L,rabbit,ensembl
FBXO4,FBXO4,rabbit,ensembl
KEL,KEL,rabbit,ensembl
HMG20A,HMG20A,rabbit,ensembl
CYRIA,CYRIA,rabbit,ensembl
Tpm2,Tpm2,rabbit,ensembl
TMCO3,TMCO3,rabbit,ensembl
FUBP3,FUBP3,rabbit,ensembl
UBE2O,UBE2O,rabbit,ensembl
AOX1,AOX1,rabbit,ensembl
OTULINL,OTULINL,rabbit,ensembl
SRPRA,SRPRA,rabbit,ensembl
NR1D1,NR1D1,rabbit,ensembl
NEFL,NEFL,rabbit,ensembl
DYRK2,DYRK2,rabbit,ensembl
FNBP4,FNBP4,rabbit,ensembl
RERE,RERE,rabbit,ensembl
RPL18A,RPL18A,rabbit,ensembl
BCLAF1,BCLAF1,rabbit,ensembl
SNX12,SNX12,rabbit,ensembl
PNPT1,PNPT1,rabbit,ensembl
FAT2,FAT2,rabbit,ensembl
THUMPD1,THUMPD1,rabbit,ensembl
STX1B,STX1B,rabbit,ensembl
PPIG,PPIG,rabbit,ensembl
KIF4A,KIF4A,rabbit,ensembl
EAPP,EAPP,rabbit,ensembl
COPZ1,COPZ1,rabbit,ensembl
CSNK2B,CSNK2B,rabbit,ensembl
ESPNL,ESPNL,rabbit,ensembl
HSPA13,HSPA13,rabbit,ensembl
RBMS1,RBMS1,rabbit,ensembl
MIGA1,MIGA1,rabbit,ensembl
FBN3,FBN3,rabbit,ensembl
PHF6,PHF6,rabbit,ensembl
NANS,NANS,rabbit,ensembl
OVCA2,OVCA2,rabbit,ensembl
ELP3,ELP3,rabbit,ensembl
CTSA,CTSA,rabbit,ensembl
PRPSAP2,PRPSAP2,rabbit,ensembl
ATXN7,ATXN7,rabbit,ensembl
UROD,UROD,rabbit,ensembl
ITIH1,ITIH1,rabbit,ensembl
IL1B,IL1B,rabbit,ensembl
CIART,CIART,rabbit,ensembl
SLC16A6,SLC16A6,rabbit,ensembl
KIF13B,KIF13B,rabbit,ensembl
ALOX15,ALOX15,rabbit,ensembl
TARS1,TARS1,rabbit,ensembl
CMKLR1,CMKLR1,rabbit,ensembl
RGS21,RGS21,rabbit,ensembl
UBA2,UBA2,rabbit,ensembl
PWP1,PWP1,rabbit,ensembl
IQSEC1,IQSEC1,rabbit,ensembl
DNM1L,DNM1L,rabbit,ensembl
PRPF8,PRPF8,rabbit,ensembl
GUCY2D,GUCY2D,rabbit,ensembl
FAH,FAH,rabbit,ensembl
SOGA1,SOGA1,rabbit,ensembl
GRHL3,GRHL3,rabbit,ensembl
PSMB3,PSMB3,rabbit,ensembl
CSNK1A1,CSNK1A1,rabbit,ensembl
SESN2,SESN2,rabbit,ensembl
ZNF606,ZNF606,rabbit,ensembl
PAFAH1B3,PAFAH1B3,rabbit,ensembl
ARL5B,ARL5B,rabbit,ensembl
PLEK,PLEK,rabbit,ensembl
TBC1D10B,TBC1D10B,rabbit,ensembl
CST3,CST3,rabbit,ensembl
ROCK1,ROCK1,rabbit,ensembl
KRT2,KRT2,rabbit,ensembl
HOMEZ,HOMEZ,rabbit,ensembl
ADGRG4,ADGRG4,rabbit,ensembl
FCHO2,FCHO2,rabbit,ensembl
IDO1,IDO1,rabbit,ensembl
SREBF2,SREBF2,rabbit,ensembl
RFX3,RFX3,rabbit,ensembl
CSF1R,CSF1R,rabbit,ensembl
JMJD1C,JMJD1C,rabbit,ensembl
ERP44,ERP44,rabbit,ensembl
TM9SF2,TM9SF2,rabbit,ensembl
ITGB1,ITGB1,rabbit,ensembl
TCF20,TCF20,rabbit,ensembl
SMC2,SMC2,rabbit,ensembl
WASHC5,WASHC5,rabbit,ensembl
SNF8,SNF8,rabbit,ensembl
SF3B4,SF3B4,rabbit,ensembl
BIN1,BIN1,rabbit,ensembl
EMSY,EMSY,rabbit,ensembl
CNMD,CNMD,rabbit,ensembl
PFDN2,PFDN2,rabbit,ensembl
COX5B,COX5B,rabbit,ensembl
NEMF,NEMF,rabbit,ensembl
SWT1,SWT1,rabbit,ensembl
FBXO32,FBXO32,rabbit,ensembl
STYX,STYX,rabbit,ensembl
TNPO1,TNPO1,rabbit,ensembl
GUSB,GUSB,rabbit,ensembl
KPNA3,KPNA3,rabbit,ensembl
CCDC50,CCDC50,rabbit,ensembl
COMTD1,COMTD1,rabbit,ensembl
DCP1B,DCP1B,rabbit,ensembl
GBP1,GBP1,rabbit,ensembl
EPX,EPX,rabbit,ensembl
BPI,BPI,rabbit,ensembl
SETDB1,SETDB1,rabbit,ensembl
TRRAP,TRRAP,rabbit,ensembl
RPAP3,RPAP3,rabbit,ensembl
DIP2B,DIP2B,rabbit,ensembl
TPM1,TPM1,rabbit,ensembl
PPP1CA,PPP1CA,rabbit,ensembl
COPZ2,COPZ2,rabbit,ensembl
CFL2,CFL2,rabbit,ensembl
HABP2,HABP2,rabbit,ensembl
PKHD1L1,PKHD1L1,rabbit,ensembl
LRRC59,LRRC59,rabbit,ensembl
MAPRE2,MAPRE2,rabbit,ensembl
LPXN,LPXN,rabbit,ensembl
NMD3,NMD3,rabbit,ensembl
ZNF507,ZNF507,rabbit,ensembl
CCDC39,CCDC39,rabbit,ensembl
CRP,CRP,rabbit,ensembl
TUBGCP3,TUBGCP3,rabbit,ensembl
OR4D6,OR4D6,rabbit,ensembl
DNM1,DNM1,rabbit,ensembl
RHOBTB1,RHOBTB1,rabbit,ensembl
AGTPBP1,AGTPBP1,rabbit,ensembl
HIPK2,HIPK2,rabbit,ensembl
ANXA11,ANXA11,rabbit,ensembl
ZBTB26,ZBTB26,rabbit,ensembl
DHX32,DHX32,rabbit,ensembl
DCUN1D4,DCUN1D4,rabbit,ensembl
ADGRV1,ADGRV1,rabbit,ensembl
URB1,URB1,rabbit,ensembl
NAALAD2,NAALAD2,rabbit,ensembl
NAP1L3,NAP1L3,rabbit,ensembl
C8A,C8A,rabbit,ensembl
N4BP1,N4BP1,rabbit,ensembl
BUD31,BUD31,rabbit,ensembl
ACIN1,ACIN1,rabbit,ensembl
SEMA5B,SEMA5B,rabbit,ensembl
DMTN,DMTN,rabbit,ensembl
PPIL3,PPIL3,rabbit,ensembl
USP7,USP7,rabbit,ensembl
TMED4,TMED4,rabbit,ensembl
TPST2,TPST2,rabbit,ensembl
IKBKB,IKBKB,rabbit,ensembl
TMPRSS11B,TMPRSS11B,rabbit,ensembl
EDC4,EDC4,rabbit,ensembl
LCP2,LCP2,rabbit,ensembl
TM2D1,TM2D1,rabbit,ensembl
PSMD1,PSMD1,rabbit,ensembl
ARL3,ARL3,rabbit,ensembl
CX3CL1,CX3CL1,rabbit,ensembl
NAA50,NAA50,rabbit,ensembl
ABCB10,ABCB10,rabbit,ensembl
PELP1,PELP1,rabbit,ensembl
HPS3,HPS3,rabbit,ensembl
KNL1,KNL1,rabbit,ensembl
SLC6A4,SLC6A4,rabbit,ensembl
PIP5K1A,PIP5K1A,rabbit,ensembl
ANGPTL4,ANGPTL4,rabbit,ensembl
CYP2C30,CYP2C30,rabbit,ensembl
POLR3C,POLR3C,rabbit,ensembl
RFX8,RFX8,rabbit,ensembl
NUCB1,NUCB1,rabbit,ensembl
FEZ1,FEZ1,rabbit,ensembl
DHX35,DHX35,rabbit,ensembl
TGM2,TGM2,rabbit,ensembl
TRAF3,TRAF3,rabbit,ensembl
PLCH1,PLCH1,rabbit,ensembl
UBXN2A,UBXN2A,rabbit,ensembl
XRCC5,XRCC5,rabbit,ensembl
MARCHF1,MARCHF1,rabbit,ensembl
INPP5D,INPP5D,rabbit,ensembl
NUDT21,NUDT21,rabbit,ensembl
DNAAF11,DNAAF11,rabbit,ensembl
ARPC1A,ARPC1A,rabbit,ensembl
HYAL2,HYAL2,rabbit,ensembl
COL24A1,COL24A1,rabbit,ensembl
CCDC42,CCDC42,rabbit,ensembl
THOC1,THOC1,rabbit,ensembl
POLH,POLH,rabbit,ensembl
INVS,INVS,rabbit,ensembl
WDR48,WDR48,rabbit,ensembl
CCNA2,CCNA2,rabbit,ensembl
TSC22D4,TSC22D4,rabbit,ensembl
RABIF,RABIF,rabbit,ensembl
GMPR,GMPR,rabbit,ensembl
PTPN13,PTPN13,rabbit,ensembl
GHR,GHR,rabbit,ensembl
RNF32,RNF32,rabbit,ensembl
PLEKHD1,PLEKHD1,rabbit,ensembl
LHX4,LHX4,rabbit,ensembl
LANCL2,LANCL2,rabbit,ensembl
MYLPF,MYLPF,rabbit,ensembl
SLC9A9,SLC9A9,rabbit,ensembl
HAS2,HAS2,rabbit,ensembl
FSD1L,FSD1L,rabbit,ensembl
POLDIP2,POLDIP2,rabbit,ensembl
UGGT1,UGGT1,rabbit,ensembl
SAAL1,SAAL1,rabbit,ensembl
FYB1,FYB1,rabbit,ensembl
EIF2B2,EIF2B2,rabbit,ensembl
DYSF,DYSF,rabbit,ensembl
ASB8,ASB8,rabbit,ensembl
IMPDH1,IMPDH1,rabbit,ensembl
CD163,CD163,rabbit,ensembl
ANKS1A,ANKS1A,rabbit,ensembl
FGD6,FGD6,rabbit,ensembl
MCCC2,MCCC2,rabbit,ensembl
TTPAL,TTPAL,rabbit,ensembl
PCSK6,PCSK6,rabbit,ensembl
PRPF19,PRPF19,rabbit,ensembl
ARRDC1,ARRDC1,rabbit,ensembl
ELMOD2,ELMOD2,rabbit,ensembl
RBM15,RBM15,rabbit,ensembl
MASTL,MASTL,rabbit,ensembl
KIF6,KIF6,rabbit,ensembl
PCIF1,PCIF1,rabbit,ensembl
IGSF11,IGSF11,rabbit,ensembl
ATP6V1D,ATP6V1D,rabbit,ensembl
CPN2,CPN2,rabbit,ensembl
KLB,KLB,rabbit,ensembl
DZIP1,DZIP1,rabbit,ensembl
GJB2,GJB2,rabbit,ensembl
GRM2,GRM2,rabbit,ensembl
GEMIN4,GEMIN4,rabbit,ensembl
SNX18,SNX18,rabbit,ensembl
KPNA5,KPNA5,rabbit,ensembl
GAPVD1,GAPVD1,rabbit,ensembl
UQCRQ,UQCRQ,rabbit,ensembl
EIF2S1,EIF2S1,rabbit,ensembl
HIBCH,HIBCH,rabbit,ensembl
PPA2,PPA2,rabbit,ensembl
apoCI,APOC1,rabbit,ensembl
IKZF3,IKZF3,rabbit,ensembl
IL31RA,IL31RA,rabbit,ensembl
CCS,CCS,rabbit,ensembl
GABRA4,GABRA4,rabbit,ensembl
DENND1A,DENND1A,rabbit,ensembl
ARMCX5,ARMCX5,rabbit,ensembl
ALG8,ALG8,rabbit,ensembl
MROH1,MROH1,rabbit,ensembl
XPNPEP3,XPNPEP3,rabbit,ensembl
SCARB1,SCARB1,rabbit,ensembl
LRGUK,LRGUK,rabbit,ensembl
GRIA3,GRIA3,rabbit,ensembl
SFSWAP,SFSWAP,rabbit,ensembl
LRP6,LRP6,rabbit,ensembl
LAMTOR1,LAMTOR1,rabbit,ensembl
HMGCS1,HMGCS1,rabbit,ensembl
SOAT1,SOAT1,rabbit,ensembl
ERBIN,ERBIN,rabbit,ensembl
MGRA,MGRA,rabbit,ensembl
CENPE,CENPE,rabbit,ensembl
CD83,CD83,rabbit,ensembl
SLC39A14,SLC39A14,rabbit,ensembl
ZNF608,ZNF608,rabbit,ensembl
PFDN6,PFDN6,rabbit,ensembl
ATG4A,ATG4A,rabbit,ensembl
NDE1,NDE1,rabbit,ensembl
CCN1,CCN1,rabbit,ensembl
NDUFS2,NDUFS2,rabbit,ensembl
XIRP2,XIRP2,rabbit,ensembl
AHCYL1,AHCYL1,rabbit,ensembl
RNF17,RNF17,rabbit,ensembl
DNASE1,DNASE1,rabbit,ensembl
IQCH,IQCH,rabbit,ensembl
NUP210,NUP210,rabbit,ensembl
DDAH2,DDAH2,rabbit,ensembl
PTK2B,PTK2B,rabbit,ensembl
RMC1,RMC1,rabbit,ensembl
ADO,ADO,rabbit,ensembl
FGFR1,FGFR1,rabbit,ensembl
PLD2,PLD2,rabbit,ensembl
EMC7,EMC7,rabbit,ensembl
ZC3H14,ZC3H14,rabbit,ensembl
POLD3,POLD3,rabbit,ensembl
SNUPN,SNUPN,rabbit,ensembl
CACNA1B,CACNA1B,rabbit,ensembl
PSMB7,PSMB7,rabbit,ensembl
HSD17B3,HSD17B3,rabbit,ensembl
