Gene names,Gene names  (primary ),Status,Organism,Protein ID,Gene Names,Gene Names (primary),Reviewed
Cdc37,Cdc37,unreviewed,Rattus norvegicus (Rat),A0A140TAG9,,,
TWF1,TWF1,unreviewed,Homo sapiens (Human),F8VRG3,,,
Psmb4,Psmb4,reviewed,Rattus norvegicus (Rat),P34067,,,
C4BPA,C4BPA,unreviewed,Homo sapiens (Human),A6PVY5,,,
EIF4A1,EIF4A1,unreviewed,Homo sapiens (Human),J3KTB5,,,
PALLD,PALLD,unreviewed,Homo sapiens (Human),F8WA26,,,
ECE1,ECE1,unreviewed,Homo sapiens (Human),A0A3B3ISF9,,,
SLC25A3;PHC;OK/SW-cl.48,SLC25A3,reviewed,Homo sapiens (Human),Q00325,,,
DLG1,DLG1,unreviewed,Homo sapiens (Human),C9JUA9,,,
THOC1,THOC1,unreviewed,Homo sapiens (Human),R4GMN4,,,
GEMIN4,GEMIN4,reviewed,Homo sapiens (Human),P57678,,,
USP7,USP7,unreviewed,Homo sapiens (Human),H3BND8,,,
UFD1,UFD1,unreviewed,Homo sapiens (Human),C9IZG3,,,
EXOSC10,EXOSC10,unreviewed,Homo sapiens (Human),K7EJ37,,,
INTS9;RC74,INTS9,reviewed,Homo sapiens (Human),Q9NV88,,,
SERPINH1,SERPINH1,unreviewed,Homo sapiens (Human),H0YEP8,,,
RPL13A,RPL13A,unreviewed,Homo sapiens (Human),A0A096LPE0,,,
CAPN1,CAPN1,unreviewed,Homo sapiens (Human),E9PRM1,,,
Smndc1;Spf30,Smndc1,reviewed,Rattus norvegicus (Rat),Q4QQU6,,,
Rnd3;Arhe;Rhoe,Rnd3,reviewed,Rattus norvegicus (Rat),Q6SA80,,,
MSH3,MSH3,unreviewed,Homo sapiens (Human),A0A590UJN8,,,
SAP30BP;HCNGP;HTRG;HTRP,SAP30BP,reviewed,Homo sapiens (Human),Q9UHR5,,,
YWHAE,YWHAE,reviewed,Homo sapiens (Human),P62258,,,
GSTT1,GSTT1,reviewed,Homo sapiens (Human),P30711,,,
Aspscr1,Aspscr1,unreviewed,Rattus norvegicus (Rat),F1LR71,,,
STAT2,STAT2,unreviewed,Homo sapiens (Human),B4DHE0,,,
TAPBP,TAPBP,unreviewed,Homo sapiens (Human),C9JA35,,,
TGFBI;BIGH3,TGFBI,reviewed,Homo sapiens (Human),Q15582,,,
LGALS8,LGALS8,unreviewed,Homo sapiens (Human),H7BXD8,,,
POLDIP3,POLDIP3,unreviewed,Homo sapiens (Human),F8WEE2,,,
DIMT1;DIMT1L;HUSSY-05,DIMT1,reviewed,Homo sapiens (Human),Q9UNQ2,,,
DKC1,DKC1,unreviewed,Homo sapiens (Human),H7C0M1,,,
ANXA6,ANXA6,unreviewed,Homo sapiens (Human),E5RK69,,,
Prpsap2,Prpsap2,unreviewed,Rattus norvegicus (Rat),Q6AZ40,,,
EEF1D,EEF1D,unreviewed,Homo sapiens (Human),E9PN91,,,
PDE4DIP,PDE4DIP,unreviewed,Homo sapiens (Human),A0A087WX83,,,
Wdr82,Wdr82,unreviewed,Rattus norvegicus (Rat),A0A096MJB3,,,
KCMF1;FIGC;ZZZ1,KCMF1,reviewed,Homo sapiens (Human),Q9P0J7,,,
ARHGEF6;COOL2;KIAA0006;PIXA,ARHGEF6,reviewed,Homo sapiens (Human),Q15052,,,
ABI2,ABI2,unreviewed,Homo sapiens (Human),E7EP65,,,
Mettl3;rCG_61279,Mettl3,unreviewed,Rattus norvegicus (Rat),Q4V8G6,,,
ANK2,ANK2,unreviewed,Homo sapiens (Human),A0A5F9ZI46,,,
PYGL,PYGL,unreviewed,Homo sapiens (Human),E9PK47,,,
CIRBP,CIRBP,unreviewed,Homo sapiens (Human),K7EPM4,,,
GALE,GALE,unreviewed,Homo sapiens (Human),Q5QPP1,,,
SPON2,SPON2,unreviewed,Homo sapiens (Human),D6RA41,,,
NDUFS8,NDUFS8,unreviewed,Homo sapiens (Human),E9PPW7,,,
RAP2A,RAP2A,unreviewed,Homo sapiens (Human),F6U784,,,
ARF1,ARF1,reviewed,Homo sapiens (Human),P84077,,,
LMF1,LMF1,unreviewed,Homo sapiens (Human),B4DFZ0,,,
NDUFB4,NDUFB4,reviewed,Homo sapiens (Human),O95168,,,
ITCH,ITCH,unreviewed,Homo sapiens (Human),A0A590UJW8,,,
RPRD2;KIAA0460;HSPC099,RPRD2,reviewed,Homo sapiens (Human),Q5VT52,,,
S100a11,S100a11,reviewed,Rattus norvegicus (Rat),Q6B345,,,
FAHD1;C16orf36;YISKL,FAHD1,reviewed,Homo sapiens (Human),Q6P587,,,
Gsr;rCG_43149,Gsr,unreviewed,Rattus norvegicus (Rat),F1LRE1,,,
CBWD1,CBWD1,unreviewed,Homo sapiens (Human),F2Z2T4,,,
TMEM185A;CXorf13;FAM11A,TMEM185A,reviewed,Homo sapiens (Human),Q8NFB2,,,
ATXN2,ATXN2,unreviewed,Homo sapiens (Human),H0YH87,,,
CCAR2,CCAR2,unreviewed,Homo sapiens (Human),E5RHJ4,,,
MAEA,MAEA,unreviewed,Homo sapiens (Human),E7ESC7,,,
ASPH,ASPH,unreviewed,Homo sapiens (Human),E5RHK2,,,
EGLN1,EGLN1,unreviewed,Homo sapiens (Human),A0A590UJZ0,,,
PAK1,PAK1,reviewed,Homo sapiens (Human),Q13153,,,
Prkcd;Pkcd,Prkcd,reviewed,Rattus norvegicus (Rat),P09215,,,
PSME3,PSME3,unreviewed,Homo sapiens (Human),K7ESG5,,,
ATRX;RAD54L;XH2,ATRX,reviewed,Homo sapiens (Human),P46100,,,
FBLN2,FBLN2,reviewed,Homo sapiens (Human),P98095,,,
SOD1,SOD1,unreviewed,Homo sapiens (Human),H7BYH4,,,
HMGN1,HMGN1,unreviewed,Homo sapiens (Human),A6NL93,,,
TUBGCP2,TUBGCP2,unreviewed,Homo sapiens (Human),F2Z2B9,,,
SEL1L;TSA305;UNQ128/PRO1063,SEL1L,reviewed,Homo sapiens (Human),Q9UBV2,,,
MRPL21,MRPL21,unreviewed,Homo sapiens (Human),F5H7V8,,,
F3,F3,reviewed,Homo sapiens (Human),P13726,,,
PALLD,PALLD,unreviewed,Homo sapiens (Human),D6RBB1,,,
IMMT;HMP;MIC60;MINOS2;PIG4;PIG52,IMMT,reviewed,Homo sapiens (Human),Q16891,,,
Eif4e2,Eif4e2,unreviewed,Rattus norvegicus (Rat),A0A0G2K933,,,
CTSB,CTSB,unreviewed,Homo sapiens (Human),E9PLY3,,,
UTP3;CRLZ1;SAS10,UTP3,reviewed,Homo sapiens (Human),Q9NQZ2,,,
COMMD1;C2orf5;MURR1,COMMD1,reviewed,Homo sapiens (Human),Q8N668,,,
Sar1b,Sar1b,reviewed,Rattus norvegicus (Rat),Q5HZY2,,,
ANXA2,ANXA2,unreviewed,Homo sapiens (Human),H0YKL9,,,
TARDBP,TARDBP,unreviewed,Homo sapiens (Human),A0A087WX67,,,
DYNC1LI1,DYNC1LI1,unreviewed,Homo sapiens (Human),C9JLW1,,,
Chmp2a;RGD1305050_predicted;rCG_27432,Chmp2a,unreviewed,Rattus norvegicus (Rat),B2RZB5,,,
CBX3;hCG_1745364,CBX3,unreviewed,Homo sapiens (Human),B8ZZ43,,,
TMEM63B,TMEM63B,unreviewed,Homo sapiens (Human),H3BLW6,,,
NUMBL,NUMBL,unreviewed,Homo sapiens (Human),M0QXQ4,,,
TRAPPC2L,TRAPPC2L,unreviewed,Homo sapiens (Human),H3BPN3,,,
DPM1,DPM1,unreviewed,Homo sapiens (Human),Q5QPJ9,,,
ASH2L,ASH2L,unreviewed,Homo sapiens (Human),H0YBF6,,,
Ndufs4,Ndufs4,reviewed,Rattus norvegicus (Rat),Q5XIF3,,,
POP4,POP4,unreviewed,Homo sapiens (Human),K7ESH8,,,
TJAP1,TJAP1,unreviewed,Homo sapiens (Human),E2QRK7,,,
IFT27,IFT27,unreviewed,Homo sapiens (Human),F5GZ09,,,
Sf3b3,Sf3b3,unreviewed,Rattus norvegicus (Rat),E9PT66,,,
EXOC7,EXOC7,unreviewed,Homo sapiens (Human),A0A0A0MSB8,,,
Tfe3,Tfe3,unreviewed,Rattus norvegicus (Rat),D3ZAW6,,,
MRPS28,MRPS28,unreviewed,Homo sapiens (Human),H0YAT2,,,
RWDD1;DFRP2;CGI-24;PTD013,RWDD1,reviewed,Homo sapiens (Human),Q9H446,,,
CRYL1,CRYL1,unreviewed,Homo sapiens (Human),A0A2R8YFQ7,,,
Kifc1;Krp1,Kifc1,reviewed,Rattus norvegicus (Rat),Q5XI63,,,
COL5A2,COL5A2,reviewed,Homo sapiens (Human),P05997,,,
NAALADL1,NAALADL1,unreviewed,Homo sapiens (Human),H0YDS5,,,
Rbmxl1,Rbmxl1,reviewed,Rattus norvegicus (Rat),D4AE41,,,
Tra2b;Sfrs10,Tra2b,reviewed,Rattus norvegicus (Rat),P62997,,,
CLTA,CLTA,unreviewed,Homo sapiens (Human),C9J8P9,,,
CHID1,CHID1,unreviewed,Homo sapiens (Human),H0YDL6,,,
PIK3C3,PIK3C3,unreviewed,Homo sapiens (Human),A0A0B4J2B1,,,
ATP6V1A,ATP6V1A,unreviewed,Homo sapiens (Human),C9JA17,,,
HNRNPH1,HNRNPH1,unreviewed,Homo sapiens (Human),D6RAM1,,,
MFSD8,MFSD8,unreviewed,Homo sapiens (Human),A0A286YFE7,,,
SCIN,SCIN,unreviewed,Homo sapiens (Human),E5RHN8,,,
SPTAN1,SPTAN1,unreviewed,Homo sapiens (Human),A0A1B0GTB7,,,
,,unreviewed,Homo sapiens (Human),A6XND1,,,
USP32,USP32,unreviewed,Homo sapiens (Human),K7EQL6,,,
RBBP6,RBBP6,unreviewed,Homo sapiens (Human),A0A2R8Y880,,,
ALDH7A1,ALDH7A1,unreviewed,Homo sapiens (Human),F8WDY6,,,
NDUFA7,NDUFA7,unreviewed,Homo sapiens (Human),M0R1K9,,,
GPS1,GPS1,unreviewed,Homo sapiens (Human),J3QL53,,,
CDC16,CDC16,unreviewed,Homo sapiens (Human),A0A3B3ISD2,,,
PRPS1,PRPS1,reviewed,Homo sapiens (Human),P60891,,,
Snrpd2l;SNRPD2,Snrpd2l,unreviewed,Rattus norvegicus (Rat),M0R8K2,,,
CS,CS,unreviewed,Homo sapiens (Human),F8W0J2,,,
WAC,WAC,unreviewed,Homo sapiens (Human),C9JVK6,,,
CDV3,CDV3,unreviewed,Homo sapiens (Human),D6R973,,,
WIPI1;WIPI49,WIPI1,reviewed,Homo sapiens (Human),Q5MNZ9,,,
CACNA2D1,CACNA2D1,unreviewed,Homo sapiens (Human),E7ERK3,,,
CTNNBL1;C20orf33;PP8304,CTNNBL1,reviewed,Homo sapiens (Human),Q8WYA6,,,
LARP1,LARP1,unreviewed,Homo sapiens (Human),E5RH50,,,
AP1S3,AP1S3,reviewed,Homo sapiens (Human),Q96PC3,,,
Stxbp1;Unc18a,Stxbp1,reviewed,Rattus norvegicus (Rat),P61765,,,
DCN,DCN,unreviewed,Homo sapiens (Human),F8VSI3,,,
ACTN3,ACTN3,unreviewed,Homo sapiens (Human),D6RH00,,,
NAPA;SNAPA,NAPA,reviewed,Homo sapiens (Human),P54920,,,
DAGLB,DAGLB,reviewed,Homo sapiens (Human),Q8NCG7,,,
PRPS1,PRPS1,unreviewed,Homo sapiens (Human),A0A2R8Y7H4,,,
Sgce,Sgce,unreviewed,Rattus norvegicus (Rat),M0R4Y0,,,
CLNS1A,CLNS1A,unreviewed,Homo sapiens (Human),E9PMI6,,,
CDK1;CDC2;CDC28A;CDKN1;P34CDC2,CDK1,reviewed,Homo sapiens (Human),P06493,,,
HSPA4;APG2,HSPA4,reviewed,Homo sapiens (Human),P34932,,,
PLSCR4,PLSCR4,unreviewed,Homo sapiens (Human),C9J6E1,,,
CALM1,CALM1,unreviewed,Homo sapiens (Human),G3V226,,,
PLD3,PLD3,unreviewed,Homo sapiens (Human),M0QX99,,,
SNRPE,SNRPE,unreviewed,Homo sapiens (Human),A6NHK2,,,
RPL9,RPL9,unreviewed,Homo sapiens (Human),A0A2R8Y5Y7,,,
AP3S1,AP3S1,unreviewed,Homo sapiens (Human),F5H459,,,
PSMA4,PSMA4,unreviewed,Homo sapiens (Human),H0YN18,,,
SLC29A1,SLC29A1,unreviewed,Homo sapiens (Human),A0A2R8Y801,,,
ACAA2,ACAA2,unreviewed,Homo sapiens (Human),K7EME0,,,
PPP2R5A,PPP2R5A,reviewed,Homo sapiens (Human),Q15172,,,
COX6B1,COX6B1,unreviewed,Homo sapiens (Human),K7EQD3,,,
ALG11,ALG11,unreviewed,Homo sapiens (Human),Q5TAP0,,,
Stim1,Stim1,unreviewed,Rattus norvegicus (Rat),A0A1B0GWQ1,,,
Ube2i;Ubce9,Ube2i,reviewed,Rattus norvegicus (Rat),P63281,,,
EXOC8,EXOC8,reviewed,Homo sapiens (Human),Q8IYI6,,,
CYB5R2,CYB5R2,unreviewed,Homo sapiens (Human),E9PRM4,,,
VPS37A,VPS37A,unreviewed,Homo sapiens (Human),H0YBN0,,,
MRPL23,MRPL23,unreviewed,Homo sapiens (Human),A8MYK1,,,
Mms22l,Mms22l,unreviewed,Rattus norvegicus (Rat),D3ZS39,,,
STAMBP,STAMBP,unreviewed,Homo sapiens (Human),C9JK83,,,
TRIM5,TRIM5,unreviewed,Homo sapiens (Human),H7C134,,,
TBCA,TBCA,unreviewed,Homo sapiens (Human),A0A494C144,,,
Rragc;Rragc_predicted,Rragc,unreviewed,Rattus norvegicus (Rat),Q0D2L6,,,
HMBS,HMBS,unreviewed,Homo sapiens (Human),F5GY90,,,
CTR9;KIAA0155;SH2BP1,CTR9,reviewed,Homo sapiens (Human),Q6PD62,,,
ASPSCR1,ASPSCR1,unreviewed,Homo sapiens (Human),J3QRW3,,,
LAMA4,LAMA4,unreviewed,Homo sapiens (Human),E5RFQ2,,,
SPTLC2,SPTLC2,unreviewed,Homo sapiens (Human),H0YJV2,,,
ABCB7,ABCB7,unreviewed,Homo sapiens (Human),A0A2R8YF35,,,
TLE2,TLE2,unreviewed,Homo sapiens (Human),K7ESD8,,,
VPS37A,VPS37A,unreviewed,Homo sapiens (Human),E5RG91,,,
RPS21,RPS21,reviewed,Homo sapiens (Human),P63220,,,
CORO7,CORO7,unreviewed,Homo sapiens (Human),I3L442,,,
NRDC;NRD1,NRDC,reviewed,Homo sapiens (Human),O43847,,,
CNDP2,CNDP2,unreviewed,Homo sapiens (Human),J3QKT2,,,
FKBP10;FKBP65;PSEC0056,FKBP10,reviewed,Homo sapiens (Human),Q96AY3,,,
Grb2;Ash,Grb2,reviewed,Rattus norvegicus (Rat),P62994,,,
NDUFS8,NDUFS8,unreviewed,Homo sapiens (Human),E9PJY7,,,
CLINT1;ENTH;EPN4;EPNR;KIAA0171,CLINT1,reviewed,Homo sapiens (Human),Q14677,,,
POLR2G;RPB7,POLR2G,reviewed,Homo sapiens (Human),P62487,,,
WASF2;WAVE2,WASF2,reviewed,Homo sapiens (Human),Q9Y6W5,,,
GLIPR2,GLIPR2,unreviewed,Homo sapiens (Human),Q5VZR0,,,
ARHGEF40,ARHGEF40,unreviewed,Homo sapiens (Human),G3V485,,,
RGPD3,RGPD3,unreviewed,Homo sapiens (Human),J3KNE0,,,
TRAPPC2L,TRAPPC2L,unreviewed,Homo sapiens (Human),H3BP13,,,
PUS1,PUS1,unreviewed,Homo sapiens (Human),F5H1S9,,,
AKT2,AKT2,unreviewed,Homo sapiens (Human),A8MX96,,,
ARHGAP17,ARHGAP17,unreviewed,Homo sapiens (Human),I3L4Y5,,,
DCTN5,DCTN5,reviewed,Homo sapiens (Human),Q9BTE1,,,
Mapre3,Mapre3,reviewed,Rattus norvegicus (Rat),Q5XIT1,,,
ABCC1,ABCC1,unreviewed,Homo sapiens (Human),A0A0A0MS99,,,
BPTF,BPTF,unreviewed,Homo sapiens (Human),E7ETD6,,,
LZTR1,LZTR1,unreviewed,Homo sapiens (Human),F8WB67,,,
HACD3,HACD3,unreviewed,Homo sapiens (Human),H3BS72,,,
NDUFC2;HLC1,NDUFC2,reviewed,Homo sapiens (Human),O95298,,,
ARSA,ARSA,reviewed,Homo sapiens (Human),P15289,,,
GTF2I,GTF2I,unreviewed,Homo sapiens (Human),C9J6M0,,,
LSM14B;C20orf40;FAM61B;RAP55B,LSM14B,reviewed,Homo sapiens (Human),Q9BX40,,,
MANF;ARMET;ARP,MANF,reviewed,Homo sapiens (Human),P55145,,,
EML4;C2orf2;EMAPL4,EML4,reviewed,Homo sapiens (Human),Q9HC35,,,
BMERB1;C16orf45,BMERB1,reviewed,Homo sapiens (Human),Q96MC5,,,
C11orf98,C11orf98,reviewed,Homo sapiens (Human),E9PRG8,,,
AAMDC,AAMDC,unreviewed,Homo sapiens (Human),E9PNP3,,,
RIPOR1,RIPOR1,unreviewed,Homo sapiens (Human),H3BMG9,,,
NUP85,NUP85,unreviewed,Homo sapiens (Human),J3QL91,,,
RACK1,RACK1,unreviewed,Homo sapiens (Human),D6RGK8,,,
Rbm14;rCG_48334,Rbm14,unreviewed,Rattus norvegicus (Rat),M0R9Q1,,,
KIF13B,KIF13B,unreviewed,Homo sapiens (Human),E7ERX9,,,
EIF4B,EIF4B,unreviewed,Homo sapiens (Human),F8W0K0,,,
CDC42EP4,CDC42EP4,unreviewed,Homo sapiens (Human),J3QQS6,,,
YWHAZ,YWHAZ,unreviewed,Homo sapiens (Human),E7EX29,,,
PPP2R1B,PPP2R1B,unreviewed,Homo sapiens (Human),E9PPI5,,,
PPP2R1A,PPP2R1A,unreviewed,Homo sapiens (Human),M0QXG4,,,
NAT14,NAT14,unreviewed,Homo sapiens (Human),M0QZH3,,,
UBL4A,UBL4A,unreviewed,Homo sapiens (Human),F8WB70,,,
DRG1,DRG1,unreviewed,Homo sapiens (Human),F8WEE0,,,
,,,,H0YM73,,,
DBR1,DBR1,reviewed,Homo sapiens (Human),Q9UK59,,,
DHFR,DHFR,reviewed,Homo sapiens (Human),P00374,,,
PRCP,PRCP,unreviewed,Homo sapiens (Human),E9PNJ1,,,
DERA;hCG_25164,DERA,unreviewed,Homo sapiens (Human),G3V158,,,
HNRNPAB,HNRNPAB,unreviewed,Homo sapiens (Human),D6R9P3,,,
WDR81,WDR81,reviewed,Homo sapiens (Human),Q562E7,,,
LOC288913;rCG_51089,LOC288913,unreviewed,Rattus norvegicus (Rat),G3V6C7,,,
SPTLC2;KIAA0526;LCB2,SPTLC2,reviewed,Homo sapiens (Human),O15270,,,
NMRAL1,NMRAL1,unreviewed,Homo sapiens (Human),I3L3I6,,,
MPDZ,MPDZ,unreviewed,Homo sapiens (Human),H0YH70,,,
FADS1,FADS1,unreviewed,Homo sapiens (Human),F5H1Q7,,,
EIF4G2,EIF4G2,unreviewed,Homo sapiens (Human),E9PKF8,,,
RPLP0,RPLP0,unreviewed,Homo sapiens (Human),F8VWS0,,,
EIF2B1;EIF2BA,EIF2B1,reviewed,Homo sapiens (Human),Q14232,,,
NAALADL1,NAALADL1,unreviewed,Homo sapiens (Human),E9PII9,,,
PCCB,PCCB,unreviewed,Homo sapiens (Human),C9JQS9,,,
,,unreviewed,Homo sapiens (Human),B4E107,,,
STRAP;MAWD;UNRIP,STRAP,reviewed,Homo sapiens (Human),Q9Y3F4,,,
AP1M1,AP1M1,unreviewed,Homo sapiens (Human),K7EJL1,,,
CRABP2,CRABP2,reviewed,Homo sapiens (Human),P29373,,,
HERC2,HERC2,unreviewed,Homo sapiens (Human),A0A0G2JLM1,,,
TOM1L2,TOM1L2,unreviewed,Homo sapiens (Human),K7ENB0,,,
COPS6,COPS6,unreviewed,Homo sapiens (Human),E7EM64,,,
SNAP23,SNAP23,unreviewed,Homo sapiens (Human),H3BV99,,,
CIRBP,CIRBP,unreviewed,Homo sapiens (Human),F6WMK9,,,
EIF5A,EIF5A,reviewed,Homo sapiens (Human),P63241,,,
HNRNPH1,HNRNPH1,unreviewed,Homo sapiens (Human),D6RBM0,,,
YBX1,YBX1,unreviewed,Homo sapiens (Human),C9J5V9,,,
TLE2,TLE2,unreviewed,Homo sapiens (Human),K7EMK7,,,
PHB,PHB,unreviewed,Homo sapiens (Human),E9PCW0,,,
Arpc2,Arpc2,unreviewed,Rattus norvegicus (Rat),A0A0G2K1V8,,,
Hnrnpk;Hnrpk,Hnrnpk,reviewed,Rattus norvegicus (Rat),P61980,,,
AK3;AK3L1;AK6;AKL3L,AK3,reviewed,Homo sapiens (Human),Q9UIJ7,,,
ARSB,ARSB,reviewed,Homo sapiens (Human),P15848,,,
PPP6R3,PPP6R3,unreviewed,Homo sapiens (Human),H0YEV0,,,
IPO5,IPO5,unreviewed,Homo sapiens (Human),E7ETV8,,,
HSD17B4,HSD17B4,unreviewed,Homo sapiens (Human),A0A2R8YEG2,,,
NNT,NNT,reviewed,Homo sapiens (Human),Q13423,,,
ZC3H14,ZC3H14,unreviewed,Homo sapiens (Human),A0A3B3IT62,,,
GK,GK,unreviewed,Homo sapiens (Human),F8WF44,,,
DHX37;DDX37;KIAA1517,DHX37,reviewed,Homo sapiens (Human),Q8IY37,,,
GIGYF2,GIGYF2,unreviewed,Homo sapiens (Human),C9J0V6,,,
LMO7,LMO7,unreviewed,Homo sapiens (Human),U3KQE6,,,
Cul1;Cul1_predicted;rCG_28370,Cul1,unreviewed,Rattus norvegicus (Rat),B1WBY1,,,
PYGB,PYGB,unreviewed,Homo sapiens (Human),H0Y4Z6,,,
Rcc1;LOC682908;rCG_31301,Rcc1,unreviewed,Rattus norvegicus (Rat),B1H227,,,
EDC4,EDC4,unreviewed,Homo sapiens (Human),I3L2F4,,,
MAX,MAX,unreviewed,Homo sapiens (Human),G3V302,,,
EIF3K;EIF3S12;hCG_2040051,EIF3K,unreviewed,Homo sapiens (Human),K7ERF1,,,
TRABD,TRABD,unreviewed,Homo sapiens (Human),J3KPT4,,,
HNRNPH1,HNRNPH1,unreviewed,Homo sapiens (Human),D6RIH9,,,
WARS1,WARS1,unreviewed,Homo sapiens (Human),G3V3X0,,,
SRPK2,SRPK2,unreviewed,Homo sapiens (Human),H7C521,,,
KCNMA1,KCNMA1,unreviewed,Homo sapiens (Human),A0A1W2PPX7,,,
UQCC2;C6orf125;MNF1,UQCC2,reviewed,Homo sapiens (Human),Q9BRT2,,,
FAM136A,FAM136A,unreviewed,Homo sapiens (Human),E7EQY1,,,
DCAF11,DCAF11,unreviewed,Homo sapiens (Human),H0YLH4,,,
PDCD10,PDCD10,unreviewed,Homo sapiens (Human),C9J932,,,
XRN2,XRN2,reviewed,Homo sapiens (Human),Q9H0D6,,,
RECQL,RECQL,unreviewed,Homo sapiens (Human),F8WD97,,,
MFF,MFF,unreviewed,Homo sapiens (Human),C9JI76,,,
DECR1,DECR1,unreviewed,Homo sapiens (Human),E5RFV2,,,
ANP32E;RP4-790G17.1-004,ANP32E,unreviewed,Homo sapiens (Human),Q5TB19,,,
RAB6C;WTH3,RAB6C,reviewed,Homo sapiens (Human),Q9H0N0,,,
CALCOCO1,CALCOCO1,unreviewed,Homo sapiens (Human),F8VPN1,,,
SQOR,SQOR,unreviewed,Homo sapiens (Human),H3BUD7,,,
CTSA,CTSA,unreviewed,Homo sapiens (Human),U3KQF1,,,
Abr,Abr,reviewed,Rattus norvegicus (Rat),A0A0G2JTR4,,,
Ntm,Ntm,unreviewed,Rattus norvegicus (Rat),G3V964,,,
Ergic2;RGD1310606,Ergic2,unreviewed,Rattus norvegicus (Rat),Q5XIS4,,,
ACAA2,ACAA2,unreviewed,Homo sapiens (Human),K7EJB1,,,
CD151,CD151,unreviewed,Homo sapiens (Human),E9PJC8,,,
,,unreviewed,Rattus norvegicus (Rat),D3ZVY6,,,
MYO5C,MYO5C,reviewed,Homo sapiens (Human),Q9NQX4,,,
AP2M1;CLAPM1;KIAA0109,AP2M1,reviewed,Homo sapiens (Human),Q96CW1,,,
G3BP2,G3BP2,unreviewed,Homo sapiens (Human),D6RB17,,,
ERCC6L;FLJ20105;hCG_1642107,ERCC6L,unreviewed,Homo sapiens (Human),B5MDQ0,,,
SPATA5;AFG2;SPAF,SPATA5,reviewed,Homo sapiens (Human),Q8NB90,,,
PPP6R2,PPP6R2,unreviewed,Homo sapiens (Human),A0A0A0MSJ8,,,
CD44,CD44,unreviewed,Homo sapiens (Human),E9PKC6,,,
ZEB2,ZEB2,unreviewed,Homo sapiens (Human),E7EUW9,,,
GNPDA1;GNPI;HLN;KIAA0060,GNPDA1,reviewed,Homo sapiens (Human),P46926,,,
STX5,STX5,unreviewed,Homo sapiens (Human),E9PRW9,,,
NASP,NASP,unreviewed,Homo sapiens (Human),Q5T624,,,
DCAF11,DCAF11,unreviewed,Homo sapiens (Human),H0YMN6,,,
IQGAP1,IQGAP1,unreviewed,Homo sapiens (Human),A0A087WWP1,,,
CPSF6,CPSF6,unreviewed,Homo sapiens (Human),A0A3B3ISW1,,,
FASN,FASN,unreviewed,Homo sapiens (Human),A0A1B0GTR5,,,
SIPA1L1,SIPA1L1,unreviewed,Homo sapiens (Human),G3V4Z3,,,
CD151,CD151,unreviewed,Homo sapiens (Human),E9PK37,,,
GAK,GAK,unreviewed,Homo sapiens (Human),A0A087X1U9,,,
NADSYN1,NADSYN1,unreviewed,Homo sapiens (Human),E9PKY6,,,
TSPAN4,TSPAN4,unreviewed,Homo sapiens (Human),A8MVV6,,,
ARMC10,ARMC10,unreviewed,Homo sapiens (Human),A0A0J9YXE4,,,
TCIRG1,TCIRG1,unreviewed,Homo sapiens (Human),E9PNA6,,,
,,,,G3V4I6,,,
ZFYVE19,ZFYVE19,unreviewed,Homo sapiens (Human),H3BN64,,,
PICALM,PICALM,unreviewed,Homo sapiens (Human),E9PK13,,,
SH3GL1,SH3GL1,unreviewed,Homo sapiens (Human),M0QYE0,,,
SLC43A3,SLC43A3,unreviewed,Homo sapiens (Human),E9PS74,,,
YIF1A,YIF1A,unreviewed,Homo sapiens (Human),A6NGW1,,,
PMFBP1,PMFBP1,unreviewed,Homo sapiens (Human),F5H0H9,,,
ADD3;ADDL,ADD3,reviewed,Homo sapiens (Human),Q9UEY8,,,
TVP23C,TVP23C,unreviewed,Homo sapiens (Human),C9JPH1,,,
,,unreviewed,Homo sapiens (Human),K7EMT4,,,
WAC,WAC,unreviewed,Homo sapiens (Human),A0A0A0MRT2,,,
TP53I11,TP53I11,unreviewed,Homo sapiens (Human),E9PIN5,,,
KHSRP,KHSRP,unreviewed,Homo sapiens (Human),A0A087WTP3,,,
Rpl36;rCG_44984,Rpl36,unreviewed,Rattus norvegicus (Rat),A0A140TAI6,,,
NMRAL1,NMRAL1,unreviewed,Homo sapiens (Human),I3L3Z0,,,
VPS45,VPS45,unreviewed,Homo sapiens (Human),A0A087WU65,,,
NPEPPSL1,NPEPPSL1,reviewed,Homo sapiens (Human),A6NEC2,,,
MIX23,MIX23,unreviewed,Homo sapiens (Human),H7C525,,,
EIF4A2,EIF4A2,unreviewed,Homo sapiens (Human),E7EMV8,,,
MED16,MED16,unreviewed,Homo sapiens (Human),A0A0J9YW49,,,
,,unreviewed,Rattus norvegicus (Rat),D3ZZN4,,,
TIMMDC1;C3orf1;UNQ247/PRO284,TIMMDC1,reviewed,Homo sapiens (Human),Q9NPL8,,,
MTCH2;MIMP;HSPC032,MTCH2,reviewed,Homo sapiens (Human),Q9Y6C9,,,
ECI1;DCI,ECI1,reviewed,Homo sapiens (Human),P42126,,,
SH3GLB2,SH3GLB2,unreviewed,Homo sapiens (Human),B7ZC38,,,
BCL2L13,BCL2L13,unreviewed,Homo sapiens (Human),A0A087WTL4,,,
Vat1,Vat1,reviewed,Rattus norvegicus (Rat),Q3MIE4,,,
Pip5k1c;rCG_29425,Pip5k1c,unreviewed,Rattus norvegicus (Rat),Q3MID5,,,
